Time,Trading Price - $/MWh,Temperature - C,Solar (Rooftop) - MW,Solar (Utility) - MW,Wind - MW,Gas (Reciprocating) - MW,Gas (OCGT) - MW,Gas (CCGT) - MW,Gas (Steam) - MW,Hydro - MW,Battery (Discharging) - MW,Distillate - MW,Biomass - MW,Brown Coal - MW,Black Coal - MW,Imports - MW,Exports - MW,Battery (Charging) - MW,Pumps - MW
2018-04-30 23:00,80.93,19.3,0,0,505.26,0,385.66,182.2,273.11,0,0,0.02,0,0,0,8.36,0,0,0
2018-04-30 23:05,80.93,,0,0,515.28,0,386.12,182.47,308.12,0,0,0.02,0,0,0,0,-34.29,0,0
2018-04-30 23:10,80.93,,0,0,516.31,0,388.66,182.25,268.91,0,0,0.02,0,0,0,0,-52.85,0,0
2018-04-30 23:15,80.93,,0,0,512.51,0,387.08,182.57,232.64,0,0,0.02,0,0,0,0,-43.69,0,0
2018-04-30 23:20,80.93,,0,0,512.03,0,389.09,182.55,244.22,0,0,0.02,0,0,0,0,-22.53,0,0
2018-04-30 23:25,80.93,,0,0,527.13,0,382.7,181.82,283.71,0,0,0.02,0,0,0,0,-37.5,0,0
2018-04-30 23:30,108.12,17,0,0,548.91,0,384.98,179.92,288.19,0,0,0.02,0,0,0,81.52,0,0,0
2018-04-30 23:35,108.12,,0,0,565.92,0,380.54,181.07,350.72,0,4.6,0.02,0,0,0,114.76,0,0,0
2018-04-30 23:40,108.12,,0,0,590.51,0,348,182,350.47,0,0,0.02,0,0,0,114.53,0,0,0
2018-04-30 23:45,108.12,,0,0,599.14,0,340.92,181.9,334.57,0,0,0.02,0,0,0,109.32,0,0,0
2018-04-30 23:50,108.12,,0,0,601.43,0,339.85,180.87,294.27,0,0,0.02,0,0,0,136.24,0,0,0
2018-04-30 23:55,108.12,,0,0,620.67,0,343.48,182.62,258.68,0,0,0.02,0,0,0,106.57,0,0,0
2018-05-01 00:00,67.6,17.3,0,0,634.23,0,339.59,182.3,254.21,0,4.4,0.02,0,0,0,106.63,0,0,0
2018-05-01 00:05,67.6,,0,0,646.23,0,324.1,182.55,288.12,0,0,0.02,0,0,0,93.13,0,0,0
2018-05-01 00:10,67.6,,0,0,671.29,0,296.23,182.7,281.84,0,0,0.02,0,0,0,63.52,0,0,0
2018-05-01 00:15,67.6,,0,0,674,0,295.73,182.57,240.98,0,0,0.02,0,0,0,38.34,0,0,0
2018-05-01 00:20,67.6,,0,0,681.34,0,295.96,182.31,236.46,0,0,0.02,0,0,0,59.12,0,0,0
2018-05-01 00:25,67.6,,0,0,694.27,0,295.02,183.42,234.39,0,0,0.02,0,0,0,33.48,0,0,0
2018-05-01 00:30,74.88,17.1,0,0,709.49,0,293.65,182.89,221.73,0,0,0.02,0,0,0,155.35,0,0,0
2018-05-01 00:35,74.88,,0,0,721.45,0,204.3,181.87,264.6,0,0,0.02,0,0,0,241.04,0,0,0
2018-05-01 00:40,74.88,,0,0,722.24,0,63.89,182.96,262,0,0,0.02,0,0,0,205.72,0,0,0
2018-05-01 00:45,74.88,,0,0,724.47,0,37.33,182.37,286.02,0,0,0.02,0,0,0,247.61,0,0,0
2018-05-01 00:50,74.88,,0,0,744.02,0,37.6,181.89,270.87,0,0,0.02,0,0,0,184.37,0,0,0
2018-05-01 00:55,74.88,,0,0,746.38,0,37.33,182.17,289.09,0,0,0.02,0,0,0,165.23,0,0,0
2018-05-01 01:00,64.68,17,0,0,756.67,0,37.74,182.21,300.26,0,0,0.02,0,0,0,173.89,0,0,0
2018-05-01 01:05,64.68,,0,0,760.41,0,37.6,182.74,319.58,0,0,0.02,0,0,0,151.52,0,0,0
2018-05-01 01:10,64.68,,0,0,766.69,0,37.47,182.97,296.85,0,0,0.02,0,0,0,102,0,0,0
2018-05-01 01:15,64.68,,0,0,778.51,0,37.19,181.62,291.03,0,0,0.02,0,0,0,101.1,0,0,0
2018-05-01 01:20,64.68,,0,0,797.23,0,37.47,182.77,259.49,0,0,0.02,0,0,0,77.47,0,0,0
2018-05-01 01:25,64.68,,0,0,815.39,0,37.6,182.29,281.73,0,0,0.02,0,0,0,64.95,0,0,0
2018-05-01 01:30,65.42,15.1,0,0,825.7,0,37.88,181.57,309.23,0,0,0.02,0,0,0,28.39,0,0,0
2018-05-01 01:35,65.42,,0,0,811.24,0,37.6,182.35,327.46,0,0,0.02,0,0,0,21.38,0,0,0
2018-05-01 01:40,65.42,,0,0,826.63,0,37.6,182.97,274.25,0,0,0.02,0,0,0,0.46,0,0,0
2018-05-01 01:45,65.42,,0,0,820.56,0,37.47,181.64,308.49,0,0,0.02,0,0,0,4.52,0,0,0
2018-05-01 01:50,65.42,,0,0,820.43,0,36.92,183.44,292.27,0,0,0.02,0,0,0,0,-41.98,0,0
2018-05-01 01:55,65.42,,0,0,832.04,0,38.01,182.61,291.39,0,0,0.02,0,0,0,0,-24.41,0,0
2018-05-01 02:00,56.03,16.2,0,0,837.35,0,36.78,182.86,268.48,0,0,0.02,0,0,0,0,-6.9,0,0
2018-05-01 02:05,56.03,,0,0,858.8,0,37.6,182.94,228.42,0,0,0.02,0,0,0,0,-32.67,0,0
2018-05-01 02:10,56.03,,0,0,873.4,0,37.33,181.65,213.9,0,0,0.02,0,0,0,0,-34.49,0,0
2018-05-01 02:15,56.03,,0,0,879.25,0,37.19,184.35,182.96,0,0,0.02,0,0,0,0,-83.42,0,0
2018-05-01 02:20,56.03,,0,0,887.3,0,37.33,181.66,155.25,0,0,0.02,0,0,0,0,-96.49,0,0
2018-05-01 02:25,56.03,,0,0,901.57,0,36.92,182.57,175.51,0,6.9,0.02,0,0,0,0,-97.11,0,0
2018-05-01 02:30,50.93,15.6,0,0,915.54,0,37.6,182.85,164.64,0,2.2,0.02,0,0,0,0,-128.75,0,0
2018-05-01 02:35,50.93,,0,0,908.76,0,37.74,182.41,160.85,0,0,0.02,0,0,0,0,-122.62,0,0
2018-05-01 02:40,50.93,,0,0,917.43,0,37.88,182.42,164.17,0,7.2,0.02,0,0,0,0,-137.18,0,0
2018-05-01 02:45,50.93,,0,0,908.6,0,37.6,183.31,159.85,0,0,0.02,0,0,0,0,-139.31,0,0
2018-05-01 02:50,50.93,,0,0,916.46,0,37.6,182.16,164.95,0,1.9,0.02,0,0,0,0,-123.29,0,0
2018-05-01 02:55,50.93,,0,0,885.18,0,37.06,183.04,160.59,0,0,0.02,0,0,0,0,-153.56,0,0
2018-05-01 03:00,43.52,15.5,0,0,944.2,0,37.6,182.61,148.2,0,0,0.02,0,0,0,0,-206.84,0,0
2018-05-01 03:05,43.52,,0,0,946.92,0,37.19,183,165.95,0,3.7,0.02,0,0,0,0,-174.25,0,0
2018-05-01 03:10,43.52,,0,0,948.99,0,37.47,182.44,164.82,0,10.9,0.02,0,0,0,0,-183.67,0,0
2018-05-01 03:15,43.52,,0,0,942.39,0,37.74,182.36,163.23,0,0,0.02,0,0,0,0,-213.69,0,0
2018-05-01 03:20,43.52,,0,0,961.16,0,37.33,183.89,159.74,0,0,0.02,0,0,0,0,-238.52,0,0
2018-05-01 03:25,43.52,,0,0,977.81,0,37.47,183.65,166.11,0,0,0.02,0,0,0,0,-216.39,0,0
2018-05-01 03:30,41.65,14.9,0,0,976.85,0,37.47,183.32,162.79,0,0,0.02,0,0,0,0,-259.22,0,0
2018-05-01 03:35,41.65,,0,0,984.11,0,37.6,182.89,167.84,0,6.7,0.02,0,0,0,0,-238.66,0,0
2018-05-01 03:40,41.65,,0,0,980.56,0,37.88,182.82,168.93,0,9.9,0.02,0,0,0,0,-235.29,0,0
2018-05-01 03:45,41.65,,0,0,980.96,0,37.6,183.31,169.6,0,7.9,0.02,0,0,0,0,-255.2,0,0
2018-05-01 03:50,41.65,,0,0,967.74,0,36.92,182.11,164.97,0,10.3,0.02,0,0,0,0,-252.34,0,0
2018-05-01 03:55,41.65,,0,0,969.7,0,37.19,181.04,169.3,0,11.5,0.02,0,0,0,0,-226.42,0,0
2018-05-01 04:00,40.79,14.7,0,0,983.83,0,37.19,181.64,163.18,0,1.3,0.02,0,0,0,0,-241.82,0,0
2018-05-01 04:05,40.79,,0,0,983.72,0,38.15,183.29,166.33,0,0,0.02,0,0,0,0,-234.68,0,0
2018-05-01 04:10,40.79,,0,0,986.77,0,37.33,182.84,157.07,0,0,0.02,0,0,0,0,-243.08,0,0
2018-05-01 04:15,40.79,,0,0,996.8,0,38.01,181.94,154.38,0,0,0.02,0,0,0,0,-251.29,0,0
2018-05-01 04:20,40.79,,0,0,1011.84,0,37.6,182.61,146.64,0,0,0.02,0,0,0,0,-279.86,0,0
2018-05-01 04:25,40.79,,0,0,1015.48,0,37.6,182.62,171.5,0,0,0.02,0,0,0,0,-262.49,0,0
2018-05-01 04:30,45.63,14.6,0,0,1025.44,0,37.33,182.71,159.29,0,0,0.02,0,0,0,0,-257.73,0,0
2018-05-01 04:35,45.63,,0,0,1027.73,0,37.6,181.99,157.29,0,9.7,0.02,0,0,0,0,-253.25,0,0
2018-05-01 04:40,45.63,,0,0,1026,0,37.74,181.71,157.62,0,16,0.02,0,0,0,0,-249.39,0,0
2018-05-01 04:45,45.63,,0,0,1025.19,0,37.06,182.07,164.22,0,17.6,0.02,0,0,0,0,-251.06,0,0
2018-05-01 04:50,45.63,,0,0,1025.22,0,37.33,182.97,170.68,0,5.7,0.02,0,0,0,0,-248.58,0,0
2018-05-01 04:55,45.63,,0,0,991.58,0,37.47,182.04,155.58,0,6,0.02,0,0,0,0,-237.04,0,0
2018-05-01 05:00,49.67,14.8,0,0,986.24,0,37.33,182.37,172.54,0,3.2,0.02,0,0,0,0,-210.12,0,0
2018-05-01 05:05,49.67,,0,0,982,0,37.47,182.99,147.98,0,0,0.02,0,0,0,0,-254.43,0,0
2018-05-01 05:10,49.67,,0,0,968.76,0,37.47,183.16,175.63,0,5.4,0.02,0,0,0,0,-187.03,0,0
2018-05-01 05:15,49.67,,0,0,959.46,0,37.06,183.29,175.78,0,12.8,0.02,0,0,0,0,-172.43,0,0
2018-05-01 05:20,49.67,,0,0,972.22,0,37.47,181.97,160.63,0,15.6,0.02,0,0,0,0,-183.8,0,0
2018-05-01 05:25,49.67,,0,0,949.69,0,37.19,183.37,171.06,0,6.9,0.02,0,0,0,0,-182.52,0,0
2018-05-01 05:30,58.18,14.7,0,0,937.91,0,37.6,182.56,161.1,0,13.2,0.02,0,0,0,0,-189.92,0,0
2018-05-01 05:35,58.18,,0,0,949.8,0,37.47,183.14,178.37,0,0,0.02,0,0,0,0,-182.49,0,0
2018-05-01 05:40,58.18,,0,0,954.04,0,37.6,182.36,227.99,0,0,0.02,0,0,0,0,-185.05,0,0
2018-05-01 05:45,58.18,,0,0,946.73,0,37.74,182.24,234.86,0,2.4,0.02,0,0,0,0,-160.28,0,0
2018-05-01 05:50,58.18,,0,0,933.3,0,37.47,182.31,223.34,0,5.8,0.02,0,0,0,0,-160.68,0,0
2018-05-01 05:55,58.18,,0,0,923.93,0,37.47,183.16,238.07,0,4.3,0.02,0,0,0,0,-137.16,0,0
2018-05-01 06:00,78.83,15.7,0,0,911.65,0,37.06,183.14,204.04,0,0,0.02,0,0,0,0,-146.08,0,0
2018-05-01 06:05,78.83,,0,0,895.58,0,38.29,182.19,250.34,0,12.9,0.02,0,0,0,0,-108.96,0,0
2018-05-01 06:10,78.83,,0,0,893.49,0,37.88,182.19,251.98,0,18,0.02,0,0,0,0,-97.2,0,0
2018-05-01 06:15,78.83,,0,0,882.79,0,37.88,185.27,194.76,0,0,0.02,0,0,0,0,-96.58,0,0
2018-05-01 06:20,78.83,,0,0,887.8,0,37.19,186.03,209.75,0,1.4,0.02,0,0,0,0,-42.28,0,0
2018-05-01 06:25,78.83,,0,0,900.67,0,37.33,185.08,217.13,0,0,0.02,0,0,0,0,-46.18,0,0
2018-05-01 06:30,103.97,15,0,0,897.41,0,37.88,184.4,220.22,0,0,0.02,0,0,0,0,-67.89,0,0
2018-05-01 06:35,103.97,,0,0,888.19,0,36.92,184.83,250,0,12.2,0.02,0,0,0,0,-30.3,0,0
2018-05-01 06:40,103.97,,0,0,881.72,0,37.6,185.02,252.31,0,16.5,0.02,0,0,0,0,-7.3,0,0
2018-05-01 06:45,103.97,,0,0,876.31,0,37.33,185.21,248.23,0,4.6,0.02,0,0,0,29.32,0,0,0
2018-05-01 06:50,103.97,,0,0,860.33,0,37.47,185.18,265.1,0,16.8,0.02,0,0,0,45.96,0,0,0
2018-05-01 06:55,103.97,,0,0,857.44,0,37.19,185.56,234.44,0,10.9,0.02,0,0,0,55.35,0,0,0
2018-05-01 07:00,94.33,15.4,0.64,0,845.64,0,37.47,185.78,253.25,0,17.6,0.02,0,0,0,81.82,0,0,0
2018-05-01 07:05,94.33,,0.64,0,837.84,0,37.19,185.93,255.35,0,0,0.02,0,0,0,125.17,0,0,0
2018-05-01 07:10,94.33,,0.64,0,826.63,0,36.92,185.78,277.48,0,0,0.02,0,0,0,117.14,0,0,0
2018-05-01 07:15,94.33,,0.64,0,827.92,0,37.6,186.28,245.49,0,0,0.02,0,0,0,93,0,0,0
2018-05-01 07:20,94.33,,0.64,0,818.5,0,37.47,186.28,233.24,0,0,0.02,0,0,0,123.47,0,0,0
2018-05-01 07:25,94.33,,0.64,0,818.02,0,37.6,186.46,214.33,0,0,0.02,0,0,0,162.01,0,0,0
2018-05-01 07:30,93.51,15.1,20.64,0,826.51,0,37.47,186.31,220.68,0,0,0.02,0,0,0,93.9,0,0,0
2018-05-01 07:35,93.51,,20.64,0,827.97,0,53.33,186.58,247.03,0,0,0.02,0,0,0,65.31,0,0,0
2018-05-01 07:40,93.51,,20.64,0,841.56,0,81.35,185.83,252.03,0,0,0.02,0,0,0,42.89,0,0,0
2018-05-01 07:45,93.51,,20.64,0,854.26,0,84.09,185.33,246.41,0,0,0.02,0,0,0,53.9,0,0,0
2018-05-01 07:50,93.51,,20.64,0,842.67,0,83.68,185.73,257.14,0,0,0.02,0,0,0,41.3,0,0,0
2018-05-01 07:55,93.51,,20.64,0,835.15,0,83.68,185.11,259.32,0,0,0.02,0,0,0,68.95,0,0,0
2018-05-01 08:00,86.24,15.1,60.18,0,835.84,0,83.54,185.88,248.23,0,0,0.02,0,0,0,67.31,0,0,0
2018-05-01 08:05,86.24,,60.18,0,832.22,0,83.95,185.61,224.73,0,0,0.02,0,0,0,50.84,0,0,0
2018-05-01 08:10,86.24,,60.18,0,834.27,0,83.41,185.23,217.58,0,0.4,0.02,0,0,0,49.28,0,0,0
2018-05-01 08:15,86.24,,60.18,0,828.49,0,83.82,184.7,225.82,0,1.4,0.02,0,0,0,68.06,0,0,0
2018-05-01 08:20,86.24,,60.18,0,816.26,0,83.54,184.76,203.92,0,1.9,0.02,0,0,0,37.49,0,0,0
2018-05-01 08:25,86.24,,60.18,0,801.7,0,83.68,185.13,203.66,0,2,0.02,0,0,0,64.62,0,0,0
2018-05-01 08:30,73.26,16.4,106.75,0,768.73,0,84.23,185.01,216.12,0,2,0.02,0,0,0,127.14,0,0,0
2018-05-01 08:35,73.26,,106.75,0,761.17,0,83.82,183.93,233.96,0,2,0.02,0,0,0,177.24,0,0,0
2018-05-01 08:40,73.26,,106.75,0,749.91,0,84.09,184.35,198.7,0,1.9,0.02,0,0,0,165.43,0,0,0
2018-05-01 08:45,73.26,,106.75,0,740.93,0,83.82,184,215,0,2,0.02,0,0,0,165.45,0,0,0
2018-05-01 08:50,73.26,,106.75,0,735.68,0,83.54,184.02,218.99,0,2,0.02,0,0,0,173.12,0,0,0
2018-05-01 08:55,73.26,,106.75,0,762.81,0,83.82,183.97,254.69,0,1.9,0.02,0,0,0,163.32,0,0,0
2018-05-01 09:00,70.35,18.1,177.51,0,749.42,0,83.27,184.77,225.46,0,1.9,0.02,0,0,0,169.82,0,0,0
2018-05-01 09:05,70.35,,177.51,0,745.55,0,83.68,183.72,225.8,0,0,0.02,0,0,0,180.35,0,0,0
2018-05-01 09:10,70.35,,177.51,0,723.18,0,83.82,184.01,207.38,0,0,0.02,0,0,0,159.55,0,0,0
2018-05-01 09:15,70.35,,177.51,0,712.89,0,83.54,184.35,198.1,0,0,0.02,0,0,0,162.76,0,0,0
2018-05-01 09:20,70.35,,177.51,0,690.7,0,83.68,182.75,227.99,0,0,0.02,0,0,0,171.14,0,0,0
2018-05-01 09:25,70.35,,177.51,0,648.76,0,83.68,182.9,247.76,0,0,0.02,0,0,0,190.74,0,0,0
2018-05-01 09:30,72.51,19.7,258.25,0,629.49,0,83.68,182.92,239.48,0,0,0.02,0,0,0,212.69,0,0,0
2018-05-01 09:35,72.51,,258.25,0,606.05,0,84.09,180.65,224.5,0,0,0.02,0,0,0,199.34,0,0,0
2018-05-01 09:40,72.51,,258.25,0,567.38,0,83.82,181.29,248.92,0,0,0.02,0,0,0,220.26,0,0,0
2018-05-01 09:45,72.51,,258.25,0,519.67,0,83.95,181.26,260.25,0,0,0.02,0,0,0,263.43,0,0,0
2018-05-01 09:50,72.51,,258.25,0,479,0,84.09,181.99,238.79,0,0,0.02,0,0,0,299.63,0,0,0
2018-05-01 09:55,72.51,,258.25,0,457.35,0,83.68,181.34,220.08,0,0,0.02,0,0,0,355.77,0,0,0
2018-05-01 10:00,76.02,20.5,319.22,0,441.55,0,83.82,181.66,257.12,0,0,0.02,0,0,0,341.09,0,0,0
2018-05-01 10:05,76.02,,319.22,0,417.9,0,83.82,180.16,287.56,0,0,0.02,0,0,0,388.04,0,0,0
2018-05-01 10:10,76.02,,319.22,0,388.61,0,83.54,181.56,233.18,0,0,0.02,0,0,0,394.71,0,0,0
2018-05-01 10:15,76.02,,319.22,0,378.85,0,83.27,180.24,241.74,0,0,0.02,0,0,0,416.19,0,0,0
2018-05-01 10:20,76.02,,319.22,0,369.7,0,83.68,180.06,194.79,0,0,0.02,0,0,0,388.75,0,0,0
2018-05-01 10:25,76.02,,319.22,0,372.16,0,83.82,180.76,212.25,0,0,0.02,0,0,0,407.27,0,0,0
2018-05-01 10:30,75.54,21.6,377.64,0,379.33,0,83.54,180.96,193.12,0,0,0.02,0,0,0,352.54,0,0,0
2018-05-01 10:35,75.54,,377.64,0,365.9,0,83.95,179.51,210.72,0,0,0.02,0,0,0,393.13,0,0,0
2018-05-01 10:40,75.54,,377.64,0,364.05,0,84.09,180.15,206.19,0,0,0.02,0,0,0,388.76,0,0,0
2018-05-01 10:45,75.54,,377.64,0,370.13,0,82.86,179.64,235.93,0,0,0.02,0,0,0,391.39,0,0,0
2018-05-01 10:50,75.54,,377.64,0,378.47,0,83.68,177.6,207.78,0,0,0.02,0,0,0,358.31,0,0,0
2018-05-01 10:55,75.54,,377.64,0,371.08,0,83.27,179.84,203.73,0,0,0.02,0,0,0,342.77,0,0,0
2018-05-01 11:00,67.37,22.5,404.06,0,377.54,0,83.68,178.4,246.31,0,0,0.02,0,0,0,353.62,0,0,0
2018-05-01 11:05,67.37,,404.06,0,376.54,0,83.54,179.09,233.91,0,0,0.02,0,0,0,342.5,0,0,0
2018-05-01 11:10,67.37,,404.06,0,381.44,0,83.41,179.06,218.35,0,0,0.02,0,0,0,350.34,0,0,0
2018-05-01 11:15,67.37,,404.06,0,386.39,0,83.95,179.26,205.02,0,0,0.02,0,0,0,340.5,0,0,0
2018-05-01 11:20,67.37,,404.06,0,375.17,0,83.95,179.06,189.02,0,0,0.02,0,0,0,326.92,0,0,0
2018-05-01 11:25,67.37,,404.06,0,377.81,0,83.82,178.75,207.6,0,0,0.02,0,0,0,342.47,0,0,0
2018-05-01 11:30,73.66,22.4,344.59,0,383.77,0,83.82,178.23,250.12,0,0,0.02,0,0,0,320.9,0,0,0
2018-05-01 11:35,73.66,,344.59,0,396.43,0,83.95,186.37,210.87,0,0,0.02,0,0,0,337.27,0,0,0
2018-05-01 11:40,73.66,,344.59,0,389.16,0,83.27,186.85,214.27,0,0,0.02,0,0,0,329.04,0,0,0
2018-05-01 11:45,73.66,,344.59,0,372.4,0,83.54,185.36,243.93,0,0,0.02,0,0,0,376.33,0,0,0
2018-05-01 11:50,73.66,,344.59,0,357.42,0,84.09,186.08,256.46,0,0,0.02,0,0,0,410.78,0,0,0
2018-05-01 11:55,73.66,,344.59,0,348.6,0,83.41,185.98,273.63,0,0,0.02,0,0,0,438.06,0,0,0
2018-05-01 12:00,92.85,22.3,262.33,0,332.14,0,83.27,186.59,260.38,0,0,0.02,0,0,0,515.58,0,0,0
2018-05-01 12:05,92.85,,262.33,0,327.14,0,62.49,186.15,240.03,0,0,0.02,0,0,0,519.11,0,0,0
2018-05-01 12:10,92.85,,262.33,0,323.21,0,37.6,186.51,217.05,0,27,0.02,0,0,0,544.26,0,0,0
2018-05-01 12:15,92.85,,262.33,0,329.12,0,37.33,184.54,228.15,0,29.9,0.02,0,0,0,559.4,0,0,0
2018-05-01 12:20,92.85,,262.33,0,316.42,0,37.74,184.73,223.92,0,30,0.02,0,0,0,559.39,0,0,0
2018-05-01 12:25,92.85,,262.33,0,320.51,0,38.15,186.07,260.26,0,30,0.02,0,0,0,515.99,0,0,0
2018-05-01 12:30,80.03,22.6,229.32,0,299.03,0,85.88,185.92,257.56,0,3.8,0.02,0,0,0,516.92,0,0,0
2018-05-01 12:35,80.03,,229.32,0,287.89,0,141.8,186.05,244.96,0,0,0.02,0,0,0,512.19,0,0,0
2018-05-01 12:40,80.03,,229.32,0,289,0,160.15,185.61,218.26,0,0,0.02,0,0,0,518.8,0,0,0
2018-05-01 12:45,80.03,,229.32,0,298.09,0,162.41,186.19,231.06,0,0,0.02,0,0,0,493.21,0,0,0
2018-05-01 12:50,80.03,,229.32,0,291.18,0,163.46,185.71,206.04,0,27.4,0.02,0,0,0,516.47,0,0,0
2018-05-01 12:55,80.03,,229.32,0,305.08,0,163.31,185.78,211.23,0,3.4,0.02,0,0,0,527.56,0,0,0
2018-05-01 13:00,79.25,23.1,218.21,0,291.44,0,162.25,186.01,220.84,0,0.2,0.02,0,0,0,526.74,0,0,0
2018-05-01 13:05,79.25,,218.21,0,307.34,0,162.88,185.47,214.61,0,0.2,0.02,0,0,0,513.55,0,0,0
2018-05-01 13:10,79.25,,218.21,0,298.01,0,163.02,185.41,225.48,0,0,0.02,0,0,0,492.53,0,0,0
2018-05-01 13:15,79.25,,218.21,0,317.49,0,162.36,185.21,205.36,0,0,0.02,0,0,0,476.51,0,0,0
2018-05-01 13:20,79.25,,218.21,0,319.86,0,162.19,185.53,210.26,0,0,0.02,0,0,0,451.05,0,0,0
2018-05-01 13:25,79.25,,218.21,0,303.88,0,161.76,185.33,229.04,0,0,0.02,0,0,0,471.33,0,0,0
2018-05-01 13:30,80.63,22.6,207.77,0,308,0,163.14,184.87,260.8,0,0,0.02,0,0,0,475.12,0,0,0
2018-05-01 13:35,80.63,,207.77,0,307.09,0,162.46,186.05,255.44,0,0,0.02,0,0,0,453.22,0,0,0
2018-05-01 13:40,80.63,,207.77,0,309.17,0,162.59,185.3,280.31,0,0,0.02,0,0,0,475.52,0,0,0
2018-05-01 13:45,80.63,,207.77,0,304.8,0,163.28,185.93,246.05,0,0,0.02,0,0,0,505.68,0,0,0
2018-05-01 13:50,80.63,,207.77,0,288.82,0,162.85,184.68,260.2,0,0,0.02,0,0,0,518.23,0,0,0
2018-05-01 13:55,80.63,,207.77,0,283.36,0,162.56,185.61,267.65,0,0,0.02,0,0,0,525.86,0,0,0
2018-05-01 14:00,84.28,22.3,239.11,0,289.37,0,163.22,185.25,230.69,0,0,0.02,0,0,0,451.67,0,0,0
2018-05-01 14:05,84.28,,239.11,0,296.23,0,163.67,185.65,293.1,0,0,0.02,0,0,0,476.37,0,0,0
2018-05-01 14:10,84.28,,239.11,0,281.78,0,164.08,185.83,322.1,0,0,0.02,0,0,0,464.01,0,0,0
2018-05-01 14:15,84.28,,239.11,0,282.82,0,163.36,185.37,281.26,0,0,0.02,0,0,0,437.92,0,0,0
2018-05-01 14:20,84.28,,239.11,0,289.79,0,163.11,185.55,248.17,0,0,0.02,0,0,0,477.59,0,0,0
2018-05-01 14:25,84.28,,239.11,0,288.92,0,162.99,185.28,263.87,0,0,0.02,0,0,0,488.72,0,0,0
2018-05-01 14:30,82.13,21.9,185.36,0,318.47,0,163.38,185.55,255.37,0,0,0.02,0,0,0,500.35,0,0,0
2018-05-01 14:35,82.13,,185.36,0,326.24,0,163.65,185.32,267.12,0,0,0.02,0,0,0,487.06,0,0,0
2018-05-01 14:40,82.13,,185.36,0,333.04,0,162.42,185.67,287.97,0,3.4,0.02,0,0,0,501.07,0,0,0
2018-05-01 14:45,82.13,,185.36,0,325.31,0,163.51,185.26,322.6,0,5.9,0.02,0,0,0,510.77,0,0,0
2018-05-01 14:50,82.13,,185.36,0,317.23,0,162.56,186.27,306.22,0,1.2,0.02,0,0,0,490.93,0,0,0
2018-05-01 14:55,82.13,,185.36,0,322.82,0,163.39,186.43,305.08,0,4.5,0.02,0,0,0,488.75,0,0,0
2018-05-01 15:00,85.09,21.6,167.51,0,316.53,0,163.22,186.47,313.65,0,0,0.02,0,0,0,483.5,0,0,0
2018-05-01 15:05,85.09,,167.51,0,318.39,0,163.08,193.41,356.1,0,5.7,0.02,0,0,0,490.77,0,0,0
2018-05-01 15:10,85.09,,167.51,0,307.6,0,163.48,193.39,360.83,0,5.7,0.02,0,0,0,524.6,0,0,0
